,LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
152071,CZ00DPDU0Q,47.0,25223.0,212855.0,694.0,24.0,4.0,24.3,48.0,0.78,PhD,Full-time,Divorced,Yes,Yes,Other,Yes,1.0
152081,D3BQK825SL,23.0,98219.0,132688.0,323.0,46.0,3.0,17.13,60.0,0.67,Bachelor's,Self-employed,Single,Yes,No,Business,No,1.0
152084,QEKJLUYYBJ,41.0,28240.0,170146.0,674.0,80.0,4.0,11.71,48.0,0.2,Master's,Full-time,Married,No,Yes,Other,No,1.0
152087,OS8AUHY18R,24.0,111639.0,11712.0,476.0,20.0,2.0,17.52,36.0,0.11,Bachelor's,Unemployed,Divorced,Yes,No,Education,No,1.0
152088,L24LYTW4HP,59.0,116250.0,96354.0,336.0,119.0,4.0,13.69,48.0,0.51,High School,Unemployed,Single,No,Yes,Home,Yes,1.0
152098,3GRWCKKJFN,19.0,86482.0,241574.0,712.0,102.0,4.0,21.01,60.0,0.72,Master's,Self-employed,Single,Yes,Yes,Education,No,1.0
152108,IQQ2JDY1QX,19.0,43689.0,196580.0,369.0,7.0,1.0,19.25,48.0,0.35,Bachelor's,Full-time,Divorced,No,No,Education,Yes,1.0
152112,BVSG3BSENN,19.0,97290.0,207834.0,485.0,101.0,2.0,13.58,48.0,0.73,Master's,Part-time,Divorced,Yes,No,Other,No,1.0
152119,SVCRL3CE9P,37.0,17231.0,151136.0,338.0,41.0,2.0,24.03,60.0,0.4,High School,Unemployed,Single,No,Yes,Home,No,1.0
152126,ZCGLDO5EYH,60.0,25521.0,22468.0,614.0,60.0,3.0,21.79,24.0,0.82,PhD,Unemployed,Single,No,Yes,Auto,No,1.0
152129,8HBKZWGMJ4,25.0,105985.0,112746.0,471.0,36.0,2.0,16.58,36.0,0.64,Bachelor's,Part-time,Divorced,Yes,No,Education,No,1.0
152160,5P4S5H3PT2,63.0,142432.0,248314.0,828.0,43.0,4.0,18.99,12.0,0.44,Bachelor's,Part-time,Single,No,Yes,Business,Yes,1.0
152164,4RA4LUEUO9,36.0,39248.0,61713.0,680.0,37.0,3.0,4.47,36.0,0.17,Master's,Full-time,Divorced,Yes,Yes,Home,No,1.0
152175,8QKKAYOJOD,30.0,24359.0,167370.0,559.0,28.0,4.0,4.13,48.0,0.64,Bachelor's,Part-time,Married,No,Yes,Other,No,1.0
152185,QA701FZ9YS,24.0,145134.0,132212.0,478.0,54.0,3.0,22.29,48.0,0.36,Bachelor's,Full-time,Divorced,Yes,No,Business,No,1.0
152187,R950ZIWY62,50.0,64238.0,74241.0,359.0,118.0,4.0,7.55,48.0,0.44,Bachelor's,Unemployed,Divorced,No,No,Education,No,1.0
152188,H0UUAO3QDD,29.0,129330.0,41929.0,791.0,65.0,1.0,17.64,24.0,0.76,PhD,Unemployed,Single,No,No,Home,Yes,1.0
152200,27PGFKYEG2,35.0,46524.0,43401.0,523.0,30.0,2.0,10.21,60.0,0.29,High School,Part-time,Divorced,Yes,No,Education,No,1.0
152205,EQVIGFKCZC,22.0,29027.0,243600.0,717.0,7.0,4.0,23.32,24.0,0.21,PhD,Full-time,Divorced,No,Yes,Other,Yes,1.0
152212,J142VY5B56,32.0,28065.0,164388.0,776.0,16.0,3.0,19.3,60.0,0.4,Master's,Self-employed,Divorced,Yes,No,Business,No,1.0
152215,7QGRK7CY87,35.0,76954.0,196324.0,494.0,15.0,1.0,18.29,60.0,0.5,Bachelor's,Part-time,Married,No,No,Education,No,1.0
152221,VXJWHKDG1B,36.0,142108.0,67396.0,306.0,14.0,3.0,13.63,60.0,0.54,Master's,Part-time,Divorced,No,Yes,Auto,No,1.0
152226,6E4NGJRF80,20.0,47120.0,71322.0,431.0,76.0,3.0,17.32,36.0,0.67,Bachelor's,Part-time,Single,No,No,Business,No,1.0
152231,8THTJN6QB1,56.0,36337.0,246000.0,663.0,73.0,4.0,20.62,24.0,0.59,High School,Full-time,Married,No,Yes,Education,No,1.0
152245,6RHL6I543N,58.0,83564.0,101521.0,529.0,93.0,3.0,12.45,60.0,0.49,PhD,Self-employed,Married,Yes,Yes,Other,No,1.0
152246,W926D9ZWLK,18.0,63320.0,133499.0,474.0,66.0,1.0,19.49,36.0,0.34,Bachelor's,Unemployed,Divorced,No,Yes,Home,Yes,1.0
152254,DRYUCEXFD6,18.0,38043.0,104591.0,346.0,60.0,3.0,8.23,12.0,0.39,Master's,Unemployed,Married,Yes,Yes,Education,No,1.0
152255,780ZFCMEH2,33.0,33585.0,173744.0,775.0,51.0,3.0,14.88,24.0,0.38,Master's,Part-time,Single,No,Yes,Other,No,1.0
152256,JQJB4B6FVF,19.0,36695.0,179274.0,502.0,101.0,3.0,10.25,60.0,0.18,Bachelor's,Unemployed,Married,No,No,Other,No,1.0
152263,NI5AZQ7ZRE,24.0,25986.0,157524.0,459.0,57.0,3.0,6.88,60.0,0.39,High School,Part-time,Single,Yes,Yes,Other,Yes,1.0
152273,S6ETFQOEMD,43.0,128927.0,85494.0,535.0,84.0,3.0,21.32,24.0,0.76,Master's,Self-employed,Divorced,No,Yes,Auto,Yes,1.0
152297,8CKES6LNW4,52.0,129890.0,120308.0,403.0,20.0,2.0,8.84,36.0,0.31,High School,Full-time,Divorced,Yes,No,Other,No,1.0
152306,UYOSJIE3CN,31.0,24660.0,100852.0,796.0,25.0,2.0,12.17,12.0,0.32,Bachelor's,Self-employed,Divorced,No,Yes,Education,No,1.0
152321,OH45HFAR7Y,42.0,65851.0,169990.0,719.0,91.0,1.0,23.73,48.0,0.17,Bachelor's,Unemployed,Divorced,Yes,No,Home,Yes,1.0
152326,7OV23JEHP4,50.0,33740.0,231960.0,745.0,2.0,1.0,13.29,60.0,0.26,High School,Part-time,Divorced,Yes,No,Business,Yes,1.0
152329,S0V0DB6USO,18.0,51510.0,74918.0,730.0,63.0,1.0,19.54,48.0,0.48,PhD,Unemployed,Divorced,Yes,Yes,Other,Yes,1.0
152347,190HNVBAGP,22.0,55537.0,7007.0,764.0,7.0,2.0,19.75,36.0,0.72,Master's,Self-employed,Divorced,Yes,Yes,Business,No,1.0
152348,4KEO34VH44,34.0,90407.0,156830.0,619.0,35.0,4.0,24.67,48.0,0.35,High School,Unemployed,Married,Yes,Yes,Business,No,1.0
152358,K4Y3O6X47P,33.0,19222.0,199144.0,750.0,29.0,4.0,22.76,48.0,0.42,Bachelor's,Full-time,Married,No,Yes,Business,No,1.0
152360,8XK08TYOCY,35.0,23110.0,160907.0,408.0,53.0,2.0,23.7,36.0,0.13,PhD,Part-time,Divorced,Yes,Yes,Other,Yes,1.0
152385,EBVE2FS921,23.0,31900.0,211879.0,674.0,64.0,1.0,4.84,36.0,0.25,Master's,Unemployed,Married,No,No,Education,No,1.0
152392,L7Y8QBEHSE,18.0,19499.0,248690.0,327.0,89.0,3.0,6.69,24.0,0.5,PhD,Part-time,Divorced,Yes,No,Auto,No,1.0
152397,2CNXRI51XQ,32.0,107317.0,34971.0,825.0,76.0,3.0,10.94,12.0,0.21,Bachelor's,Self-employed,Divorced,No,Yes,Education,Yes,1.0
152401,NBCKL1OXQO,53.0,145626.0,178006.0,328.0,86.0,2.0,14.29,12.0,0.52,Master's,Self-employed,Single,Yes,No,Education,No,1.0
152409,21O745RX2K,56.0,94369.0,186636.0,456.0,12.0,4.0,7.1,36.0,0.44,High School,Full-time,Divorced,No,No,Home,Yes,1.0
152416,9T7RRV2NS6,44.0,85402.0,190584.0,513.0,71.0,1.0,22.4,36.0,0.57,Bachelor's,Part-time,Single,Yes,No,Business,No,1.0
152419,XJIQBGYIRY,20.0,81393.0,202437.0,738.0,16.0,2.0,15.67,36.0,0.11,PhD,Part-time,Divorced,No,No,Education,Yes,1.0
152421,3Y0EZY1TKW,24.0,143580.0,79896.0,524.0,48.0,3.0,19.69,24.0,0.69,Bachelor's,Self-employed,Married,No,Yes,Education,No,1.0
152449,6ZXNTHEWA8,59.0,46520.0,35056.0,496.0,38.0,2.0,19.25,60.0,0.56,PhD,Part-time,Single,Yes,No,Auto,No,1.0
152450,HA2IQ612GV,45.0,51113.0,109975.0,325.0,92.0,1.0,24.15,60.0,0.61,Master's,Unemployed,Divorced,Yes,No,Other,No,1.0
152469,TKKUQMHJR9,32.0,147650.0,220676.0,593.0,48.0,4.0,19.23,24.0,0.3,High School,Unemployed,Single,Yes,Yes,Other,No,1.0
152473,9PF2BUDXUI,54.0,24484.0,236351.0,429.0,11.0,3.0,11.27,12.0,0.61,High School,Full-time,Married,Yes,No,Auto,No,1.0
152478,ZZZHT6VWO4,37.0,25394.0,235125.0,527.0,12.0,2.0,12.45,24.0,0.17,Bachelor's,Unemployed,Married,Yes,Yes,Education,Yes,1.0
152484,1K8E66O74D,48.0,91093.0,132231.0,685.0,46.0,3.0,23.18,12.0,0.8,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,Yes,1.0
152502,ISD0XMOKEN,31.0,42201.0,224547.0,782.0,74.0,2.0,15.4,60.0,0.78,High School,Unemployed,Single,No,Yes,Auto,Yes,1.0
152506,STGWUMFSVM,29.0,145156.0,20728.0,406.0,44.0,1.0,20.69,48.0,0.62,High School,Part-time,Married,Yes,No,Business,Yes,1.0
152508,Z4PXW3VTLP,19.0,39840.0,146274.0,335.0,2.0,3.0,22.47,24.0,0.88,Master's,Part-time,Single,No,Yes,Other,Yes,1.0
152523,A9S1E1NUIZ,45.0,25414.0,228523.0,720.0,85.0,4.0,24.62,12.0,0.48,High School,Full-time,Divorced,No,No,Business,No,1.0
152525,W13H0LQXHU,32.0,16956.0,221361.0,381.0,95.0,3.0,16.75,24.0,0.69,High School,Self-employed,Single,Yes,No,Education,Yes,1.0
152549,PGFCDUT3CH,48.0,128764.0,70707.0,680.0,9.0,4.0,5.23,36.0,0.86,High School,Full-time,Married,Yes,No,Education,No,1.0
152555,BESZXXL8JF,54.0,149052.0,189593.0,815.0,8.0,1.0,21.92,48.0,0.19,High School,Self-employed,Divorced,No,Yes,Education,No,1.0
152556,9JAUQHLDKB,22.0,31813.0,112001.0,458.0,74.0,2.0,11.45,48.0,0.78,High School,Unemployed,Married,No,No,Education,No,1.0
152573,4L5RHJ4W9Q,57.0,97243.0,91788.0,618.0,25.0,3.0,21.88,12.0,0.75,PhD,Part-time,Married,No,Yes,Business,Yes,1.0
152582,04FI9L498L,35.0,63652.0,44341.0,450.0,41.0,3.0,24.3,24.0,0.34,Master's,Self-employed,Married,Yes,No,Education,No,1.0
152588,H7WBR0765W,34.0,29009.0,220577.0,400.0,26.0,4.0,13.83,12.0,0.87,PhD,Part-time,Single,No,Yes,Business,Yes,1.0
152589,PCC8HLJCKC,22.0,110415.0,218904.0,521.0,52.0,2.0,8.47,48.0,0.59,PhD,Full-time,Married,No,Yes,Business,No,1.0
152592,LXCWIFMC7O,20.0,35419.0,212104.0,702.0,18.0,1.0,10.54,48.0,0.37,PhD,Unemployed,Divorced,Yes,No,Education,Yes,1.0
152607,PTWA97HMAW,41.0,26681.0,107876.0,360.0,86.0,3.0,9.36,36.0,0.67,High School,Part-time,Divorced,Yes,Yes,Business,Yes,1.0
152610,IL8K51KEKN,22.0,21176.0,153677.0,405.0,16.0,1.0,24.87,60.0,0.54,Master's,Unemployed,Married,Yes,No,Other,Yes,1.0
152611,PL1ZD6AJU7,42.0,20360.0,213984.0,479.0,109.0,2.0,9.01,60.0,0.82,Master's,Self-employed,Married,Yes,Yes,Education,Yes,1.0
152623,25DDG1KVBC,50.0,15339.0,238218.0,742.0,49.0,2.0,9.01,60.0,0.57,Bachelor's,Part-time,Married,No,No,Other,Yes,1.0
152634,IOS1MIZZEN,27.0,33895.0,242685.0,431.0,99.0,3.0,17.32,24.0,0.9,High School,Unemployed,Single,Yes,No,Auto,No,1.0
152648,LYACKIHAY9,27.0,63377.0,15771.0,323.0,42.0,4.0,14.38,24.0,0.2,Bachelor's,Part-time,Single,No,Yes,Business,No,1.0
152656,H2QAK079NJ,37.0,93658.0,94508.0,447.0,63.0,3.0,17.64,12.0,0.11,Bachelor's,Unemployed,Single,No,No,Auto,No,1.0
152668,IL8OPDPVWW,52.0,128992.0,193604.0,757.0,75.0,4.0,17.1,48.0,0.6,Bachelor's,Self-employed,Married,No,No,Other,No,1.0
152675,LI182ZE4FG,36.0,64618.0,244460.0,690.0,31.0,1.0,17.84,24.0,0.79,High School,Full-time,Married,No,No,Home,No,1.0
152684,3BHB399MMH,53.0,57866.0,140297.0,653.0,44.0,1.0,21.83,24.0,0.28,Master's,Part-time,Divorced,No,No,Auto,No,1.0
152688,BAW97NKUAP,32.0,102822.0,222948.0,656.0,0.0,4.0,14.19,36.0,0.79,Master's,Full-time,Divorced,Yes,Yes,Home,No,1.0
152694,L7KMO7058T,28.0,114957.0,22046.0,596.0,75.0,1.0,24.01,36.0,0.89,PhD,Full-time,Divorced,No,Yes,Other,No,1.0
152697,Q58R35HKT0,22.0,53597.0,167866.0,834.0,8.0,2.0,12.85,24.0,0.76,Bachelor's,Self-employed,Single,No,No,Auto,No,1.0
152703,HK3ICX7I39,43.0,50183.0,233820.0,523.0,63.0,4.0,14.82,36.0,0.36,PhD,Part-time,Divorced,No,No,Other,No,1.0
152707,O0SV5L42QE,21.0,50106.0,209886.0,432.0,3.0,1.0,11.16,12.0,0.85,High School,Self-employed,Single,No,Yes,Other,No,1.0
152708,LLS80O1H0Y,35.0,47580.0,78816.0,790.0,2.0,3.0,19.47,36.0,0.84,Bachelor's,Full-time,Married,Yes,Yes,Education,Yes,1.0
152720,FK97GG8SY4,30.0,90405.0,111947.0,573.0,56.0,4.0,11.95,48.0,0.48,Master's,Part-time,Divorced,No,Yes,Business,Yes,1.0
152724,VLE6BH6R48,33.0,30910.0,132839.0,584.0,64.0,4.0,20.79,12.0,0.41,Bachelor's,Unemployed,Single,Yes,No,Other,No,1.0
152725,3RKRULBA9H,26.0,68395.0,205433.0,545.0,65.0,1.0,21.53,24.0,0.89,High School,Unemployed,Single,No,Yes,Home,No,1.0
152742,59I9MVFQS6,32.0,16615.0,40425.0,409.0,27.0,3.0,5.67,60.0,0.88,High School,Unemployed,Divorced,No,Yes,Business,Yes,1.0
152755,0404I1N6I8,60.0,15709.0,198093.0,491.0,16.0,2.0,23.51,12.0,0.27,PhD,Unemployed,Divorced,Yes,No,Home,Yes,1.0
152770,APZ8OA30YN,61.0,84813.0,114732.0,580.0,35.0,1.0,13.98,24.0,0.66,High School,Unemployed,Divorced,Yes,No,Home,No,1.0
152772,XQ6PJEIYCW,29.0,68353.0,61772.0,707.0,17.0,3.0,19.75,12.0,0.56,PhD,Self-employed,Divorced,Yes,No,Auto,No,1.0
152773,9OT5EGHTW5,52.0,144671.0,30721.0,391.0,15.0,4.0,17.69,24.0,0.86,Master's,Part-time,Single,Yes,No,Home,Yes,1.0
152794,8IC8QDPTL0,34.0,21686.0,168396.0,779.0,94.0,1.0,17.25,12.0,0.61,High School,Unemployed,Divorced,Yes,Yes,Education,No,1.0
152802,1H0NQ5QRYT,47.0,100689.0,158826.0,445.0,0.0,3.0,14.0,36.0,0.89,Bachelor's,Unemployed,Divorced,No,No,Business,No,1.0
152804,3LOQB309F4,26.0,28191.0,192008.0,587.0,89.0,4.0,13.26,24.0,0.45,Master's,Part-time,Divorced,No,Yes,Other,No,1.0
152828,MFS35FS6FS,46.0,15264.0,128651.0,395.0,72.0,1.0,11.29,12.0,0.15,High School,Part-time,Married,No,No,Other,Yes,1.0
152829,CCEBY37BCW,25.0,137626.0,15273.0,570.0,72.0,4.0,24.47,60.0,0.7,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,1.0
152836,Q3IRYQ9S3S,37.0,30807.0,146604.0,463.0,82.0,4.0,15.71,48.0,0.68,Bachelor's,Unemployed,Single,Yes,Yes,Other,No,1.0
152853,5KNKNLZCTF,31.0,33215.0,235022.0,771.0,67.0,3.0,10.53,36.0,0.9,PhD,Full-time,Single,Yes,No,Auto,No,1.0
152898,150W8TW1JY,53.0,25942.0,117532.0,823.0,99.0,2.0,20.71,24.0,0.38,PhD,Part-time,Divorced,No,Yes,Auto,Yes,1.0
152902,QWBUUMBBGW,34.0,100278.0,25915.0,303.0,18.0,4.0,9.92,48.0,0.68,PhD,Unemployed,Married,Yes,No,Home,No,1.0
152917,PRT85EDENJ,30.0,31817.0,136040.0,792.0,53.0,4.0,23.38,12.0,0.83,Master's,Unemployed,Married,No,No,Auto,No,1.0
152922,Y0CVF22TB1,23.0,111513.0,22417.0,577.0,47.0,4.0,20.69,24.0,0.77,Master's,Self-employed,Single,No,No,Other,Yes,1.0
152943,I950EQKH6T,22.0,117511.0,212223.0,457.0,54.0,2.0,12.73,12.0,0.16,Bachelor's,Unemployed,Married,No,Yes,Business,No,1.0
152944,LYQDUAK4P4,31.0,41894.0,182314.0,357.0,46.0,3.0,18.05,36.0,0.14,Bachelor's,Part-time,Divorced,No,No,Home,Yes,1.0
152949,SNI253LYXL,54.0,26087.0,233259.0,383.0,10.0,1.0,4.25,60.0,0.61,Bachelor's,Full-time,Divorced,Yes,No,Auto,Yes,1.0
152950,PVP6NREVYC,24.0,83400.0,139514.0,424.0,44.0,4.0,24.97,60.0,0.33,PhD,Full-time,Divorced,Yes,No,Other,No,1.0
152967,3JV30B54A1,23.0,138093.0,11383.0,397.0,36.0,2.0,23.69,48.0,0.57,Bachelor's,Full-time,Married,No,No,Home,No,1.0
152976,8RLMIVBFWU,37.0,138045.0,73741.0,534.0,15.0,2.0,23.86,36.0,0.57,Master's,Unemployed,Single,No,No,Other,Yes,1.0
152982,CJMHZ9VKNZ,46.0,25515.0,248806.0,812.0,12.0,4.0,21.14,24.0,0.68,PhD,Self-employed,Single,Yes,Yes,Home,No,1.0
152984,QJ98DOCBDG,52.0,37271.0,194580.0,423.0,9.0,3.0,8.45,12.0,0.88,High School,Unemployed,Single,Yes,No,Education,Yes,1.0
152998,S29WWJL48C,29.0,23092.0,246206.0,548.0,34.0,3.0,18.33,12.0,0.32,Master's,Self-employed,Single,Yes,Yes,Home,No,1.0
153037,8667PKEA8Q,19.0,39744.0,67476.0,736.0,38.0,2.0,11.99,24.0,0.15,High School,Part-time,Single,Yes,Yes,Auto,Yes,1.0
153040,0XSABWXQUX,34.0,38872.0,121210.0,592.0,69.0,4.0,13.88,12.0,0.53,Bachelor's,Full-time,Divorced,Yes,No,Home,Yes,1.0
153046,45TEQSJIHZ,19.0,57006.0,51101.0,631.0,76.0,2.0,10.86,24.0,0.24,Bachelor's,Part-time,Married,Yes,Yes,Business,No,1.0
153047,276RAZJATL,34.0,17371.0,203489.0,399.0,92.0,2.0,18.66,36.0,0.52,High School,Self-employed,Married,No,No,Home,Yes,1.0
153050,FW1YDXBE2S,55.0,16105.0,212167.0,458.0,112.0,4.0,3.71,48.0,0.75,PhD,Part-time,Divorced,Yes,Yes,Other,Yes,1.0
153056,F92MEPK1BD,65.0,15019.0,207473.0,732.0,16.0,2.0,13.74,12.0,0.81,High School,Full-time,Divorced,Yes,Yes,Auto,No,1.0
153057,OBSEI2D6F1,63.0,87925.0,217980.0,789.0,23.0,3.0,6.6,12.0,0.56,Bachelor's,Self-employed,Married,Yes,No,Education,No,1.0
153059,OP9X2YXUIV,19.0,69337.0,21161.0,661.0,52.0,4.0,22.75,24.0,0.34,Master's,Part-time,Divorced,No,Yes,Auto,Yes,1.0
153072,WCRU616KMB,42.0,16635.0,238258.0,702.0,8.0,3.0,19.66,12.0,0.23,Bachelor's,Unemployed,Single,No,No,Education,No,1.0
153074,QPVVJO0JV0,29.0,90239.0,231907.0,590.0,91.0,1.0,19.52,24.0,0.59,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,1.0
153086,2SUU8RQZZW,29.0,92480.0,68303.0,485.0,69.0,4.0,17.1,36.0,0.49,High School,Unemployed,Single,No,Yes,Auto,No,1.0
153089,ES2UK8NR24,19.0,95161.0,211424.0,820.0,1.0,2.0,19.58,48.0,0.36,High School,Self-employed,Single,Yes,Yes,Other,No,1.0
153120,PXZJJDYE6U,67.0,26770.0,227984.0,355.0,85.0,2.0,6.43,48.0,0.69,Master's,Full-time,Divorced,Yes,No,Business,Yes,1.0
153129,131HCHLD2Q,20.0,19232.0,176270.0,714.0,18.0,2.0,19.47,36.0,0.61,Master's,Self-employed,Divorced,No,No,Auto,No,1.0
153130,FGS49KJVC1,37.0,17203.0,202619.0,499.0,51.0,1.0,3.28,36.0,0.82,Master's,Full-time,Divorced,Yes,No,Education,No,1.0
153132,ZS4Z66KNPF,39.0,83786.0,210451.0,375.0,14.0,2.0,20.04,48.0,0.86,PhD,Part-time,Divorced,Yes,Yes,Auto,No,1.0
153134,0R0LFZNUWU,32.0,56675.0,163175.0,633.0,68.0,4.0,11.67,48.0,0.64,Bachelor's,Unemployed,Divorced,No,Yes,Other,No,1.0
153144,QX9TMLFJ84,39.0,26187.0,133692.0,827.0,25.0,3.0,13.48,36.0,0.46,High School,Self-employed,Married,Yes,No,Other,No,1.0
153150,H8LPQ9ZQTQ,27.0,20211.0,61422.0,819.0,48.0,4.0,16.35,24.0,0.88,PhD,Full-time,Single,Yes,No,Other,Yes,1.0
153168,0GYMRDN0O6,18.0,149501.0,11734.0,497.0,105.0,2.0,22.65,36.0,0.24,PhD,Full-time,Single,No,Yes,Education,Yes,1.0
153178,R08RMWEYD4,21.0,120843.0,246179.0,310.0,8.0,4.0,5.69,36.0,0.36,High School,Self-employed,Divorced,No,No,Business,No,1.0
153185,GE78DBSOWY,61.0,18220.0,156473.0,381.0,12.0,2.0,23.18,60.0,0.26,Bachelor's,Unemployed,Single,Yes,Yes,Auto,No,1.0
153191,NW1RP71TNY,41.0,22878.0,149444.0,497.0,55.0,2.0,3.71,24.0,0.8,High School,Part-time,Single,Yes,Yes,Education,No,1.0
153228,0T385L0BY1,20.0,139900.0,53476.0,809.0,77.0,4.0,13.53,48.0,0.52,PhD,Full-time,Divorced,No,No,Other,No,1.0
153231,QQQ2DT72LK,61.0,80745.0,138996.0,441.0,97.0,2.0,9.93,48.0,0.29,PhD,Unemployed,Married,No,Yes,Education,Yes,1.0
153257,9V2KTSCO1N,27.0,61187.0,145503.0,770.0,51.0,4.0,17.87,60.0,0.67,High School,Unemployed,Single,No,Yes,Business,Yes,1.0
153266,ZRA9RHIIKX,44.0,99724.0,136708.0,679.0,28.0,4.0,19.57,48.0,0.63,Bachelor's,Part-time,Divorced,No,No,Auto,Yes,1.0
153267,KU4ABNEG37,32.0,51521.0,220653.0,786.0,30.0,4.0,9.34,48.0,0.69,PhD,Part-time,Divorced,Yes,Yes,Home,Yes,1.0
153272,FU5ASEKU2E,21.0,117699.0,180738.0,514.0,48.0,3.0,11.67,12.0,0.44,High School,Self-employed,Divorced,Yes,Yes,Home,Yes,1.0
153286,DRPXHP54FP,59.0,15521.0,68963.0,630.0,1.0,2.0,16.96,12.0,0.86,Master's,Part-time,Divorced,No,No,Other,Yes,1.0
153293,2M52ULNP96,34.0,73690.0,229182.0,306.0,70.0,3.0,2.8,60.0,0.32,High School,Unemployed,Married,Yes,No,Education,Yes,1.0
153309,3RB2OR4M9W,51.0,65520.0,118315.0,387.0,9.0,4.0,16.59,60.0,0.11,Bachelor's,Self-employed,Married,No,Yes,Education,No,1.0
153322,5KXIHVW351,61.0,27391.0,198346.0,342.0,39.0,1.0,22.18,48.0,0.55,Master's,Unemployed,Married,No,No,Business,No,1.0
153326,7F7ULAPJG3,18.0,97560.0,164099.0,832.0,110.0,1.0,14.56,60.0,0.73,High School,Unemployed,Single,Yes,No,Other,No,1.0
153334,9MARKXUW5P,59.0,83156.0,68817.0,842.0,42.0,1.0,21.08,60.0,0.44,Master's,Unemployed,Divorced,Yes,No,Home,No,1.0
153335,9WRODYPNEV,46.0,31931.0,176714.0,398.0,118.0,4.0,23.78,24.0,0.47,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,1.0
153367,AWCOJ5SCEX,26.0,24453.0,44301.0,785.0,31.0,3.0,19.22,48.0,0.32,PhD,Full-time,Single,Yes,No,Other,Yes,1.0
153369,5THSA5SQLM,19.0,63767.0,229590.0,476.0,102.0,3.0,4.88,60.0,0.12,Bachelor's,Self-employed,Single,Yes,No,Auto,No,1.0
153380,MV8VQSV1SY,20.0,147306.0,19034.0,462.0,34.0,4.0,11.88,12.0,0.36,PhD,Unemployed,Single,Yes,No,Other,No,1.0
153383,RKW7LUINCI,38.0,36992.0,249275.0,718.0,40.0,3.0,6.23,24.0,0.8,Bachelor's,Self-employed,Single,No,Yes,Home,No,1.0
153389,MVXDPNUPTE,20.0,24934.0,97132.0,809.0,115.0,3.0,21.34,48.0,0.73,Master's,Part-time,Divorced,No,Yes,Other,No,1.0
153398,LVU535WBC1,49.0,33622.0,143913.0,336.0,99.0,2.0,13.04,48.0,0.2,High School,Part-time,Married,No,No,Other,No,1.0
153411,USOPRHNUI5,25.0,20777.0,186790.0,655.0,84.0,2.0,12.86,12.0,0.17,High School,Part-time,Single,No,No,Other,No,1.0
153414,RTNMQJHN6X,18.0,21690.0,156036.0,417.0,20.0,1.0,3.31,24.0,0.13,PhD,Full-time,Married,Yes,No,Auto,No,1.0
153421,SM3TXL5RBN,19.0,28903.0,63502.0,490.0,61.0,2.0,10.84,24.0,0.68,Master's,Part-time,Single,Yes,Yes,Other,No,1.0
153435,C2CDCT3Y63,44.0,141405.0,248674.0,359.0,6.0,3.0,21.42,12.0,0.25,High School,Unemployed,Married,No,No,Education,No,1.0
153447,EP8POG0ZH1,29.0,68243.0,175262.0,447.0,46.0,3.0,11.37,60.0,0.58,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,No,1.0
153449,RSXC6JULEO,32.0,141942.0,159208.0,524.0,39.0,2.0,19.91,36.0,0.12,Bachelor's,Part-time,Single,No,Yes,Home,Yes,1.0
153452,QTP158BW7P,18.0,79235.0,49271.0,534.0,39.0,4.0,22.82,24.0,0.13,High School,Unemployed,Married,No,No,Business,No,1.0
153458,EKZ58HLA0G,33.0,24986.0,226546.0,839.0,108.0,4.0,2.34,48.0,0.14,Bachelor's,Full-time,Divorced,Yes,No,Education,Yes,1.0
153463,TLJZSA6RHN,67.0,16515.0,229803.0,386.0,50.0,1.0,17.2,36.0,0.48,High School,Unemployed,Married,No,Yes,Education,Yes,1.0
153466,CWXYQYM5KD,41.0,145136.0,143877.0,802.0,22.0,4.0,18.98,12.0,0.19,High School,Part-time,Married,No,Yes,Other,Yes,1.0
153474,KK08UONBUO,47.0,88851.0,228967.0,607.0,24.0,2.0,10.48,24.0,0.35,PhD,Self-employed,Single,Yes,Yes,Business,No,1.0
153475,OX91O4ERIJ,29.0,45522.0,134972.0,421.0,53.0,2.0,10.98,12.0,0.24,PhD,Part-time,Single,No,No,Education,No,1.0
153488,OFYXH8M2JN,20.0,93181.0,90539.0,331.0,58.0,4.0,21.96,48.0,0.81,PhD,Unemployed,Divorced,No,No,Education,No,1.0
153489,8IIN8MUY63,69.0,84513.0,13537.0,346.0,14.0,4.0,13.87,36.0,0.84,PhD,Self-employed,Single,Yes,No,Other,Yes,1.0
153493,DKP4TQ0TP5,38.0,79929.0,142567.0,500.0,55.0,4.0,21.46,48.0,0.67,PhD,Unemployed,Married,Yes,No,Education,No,1.0
153497,1OUD6PXGGJ,38.0,36007.0,158499.0,488.0,7.0,3.0,23.55,36.0,0.17,Bachelor's,Part-time,Divorced,Yes,No,Business,Yes,1.0
153506,5G9NI31Y9R,47.0,40522.0,199302.0,372.0,0.0,1.0,24.71,36.0,0.58,PhD,Unemployed,Married,Yes,Yes,Other,No,1.0
